SCHOOL,CLASS,CHILD,COMBI,SIZE,SSES,GIRL,MINORITY,SITTERS,CSES,IQV,IQP,PRE_LANG,POST_LANG,PRE_ARITH,POST_ARITH
87,8780,1410,0,28,16,0,0,1,,10,9,31,35,15,24
87,8780,1411,0,28,16,0,0,0,35,11,12.659999847,29,45,13,21
87,8780,1412,0,28,16,0,0,0,20,10,11.329999924,25,24,11,17
87,8780,1413,0,28,16,1,0,0,30,11.5,13,26,45,10,19
87,8780,1414,0,28,16,0,0,1,20,10.5,8.3330001831,28,36,10,20
87,8780,1415,0,28,16,1,0,0,20,8.5,12.659999847,32,41,11,5
87,8780,1416,0,28,16,1,0,1,20,12,8.6660003662,36,33,13,11
87,8780,1417,0,28,16,0,0,0,47,13.5,13,36,47,16,26
87,8780,1418,0,28,16,0,0,0,30,13.5,12.329999924,36,43,12,17
87,8780,1419,0,28,16,1,0,0,23,14,10,39,51,17,27
87,8780,1420,0,28,16,1,0,1,25,11.5,7.6659998894,35,32,10,11
87,8780,1421,0,28,16,1,0,0,20,10,7,28,22,4,5
87,8780,1422,0,28,16,1,0,1,17,9,10.329999924,28,30,8,12
87,8780,1423,0,28,16,1,0,0,23,8,9.6660003662,28,37,10,11
87,8780,1424,0,28,16,0,0,0,30,12.5,11.329999924,25,41,11,19
87,8780,1425,0,28,16,1,0,0,23,9.5,8.6660003662,22,20,6,11
87,8780,1426,0,28,16,0,0,0,40,14,14,42,52,14,26
87,8780,1427,0,28,16,1,0,0,35,12.5,12.329999924,37,45,15,18
87,8780,1428,0,28,16,1,0,0,30,12.5,11.329999924,41,51,12,25
87,8780,1429,0,28,16,0,0,0,30,12,11,38,49,13,29
87,8780,1430,0,28,16,1,0,0,25,11.5,8,24,27,10,12
87,8780,1431,0,28,16,0,0,0,35,13,9.3330001831,32,42,12,20
88,8880,1432,1,27,21,1,0,0,,11.5,8.3333333333,40,48,9,19
88,8880,1433,1,27,21,1,0,1,,13,13.333333333,38,40,13,23
88,8880,1434,1,27,21,0,0,0,35,15.5,10.659999847,42,53,15,28
88,8880,1435,1,27,21,1,0,0,37,13.5,8.6660003662,41,52,13,17
88,8880,1436,1,27,21,1,0,0,37,12,9.6660003662,35,47,9,20
88,8880,1437,1,27,21,1,0,0,43,12.5,12.659999847,41,47,12,26
88,8880,1438,1,27,21,0,0,1,10,7.5,8.3330001831,19,18,4,11
88,8880,1439,1,27,21,1,0,0,20,12.5,10.329999924,42,50,12,19
88,8880,1440,1,27,21,0,0,0,33,12.5,12.659999847,40,39,19,25
88,8880,1441,1,27,21,0,0,1,33,9,10.329999924,30,26,11,15
88,8880,1442,1,27,21,0,0,0,33,10,13.329999924,25,27,8,14
88,8880,1443,1,27,21,1,0,0,30,11,12.659999847,34,44,14,24
89,8980,1444,1,38,,0,0,0,32,9.5,8.3333333333,32,42,9,14
89,8980,1445,1,38,,0,0,0,26,13.5,11.666666667,36,44,9,26
89,8980,1446,1,38,,0,0,0,26,14,14.333333333,45,45,10,27
89,8980,1447,1,38,,1,0,0,49,13.5,10.666666667,43,51,13,25
89,8980,1448,1,38,,1,0,0,49,12,11.333333333,31,49,13,26
89,8980,1449,1,38,,0,0,0,45,13,14,32,42,13,28
89,8980,1450,1,38,,0,0,0,49,13.5,8.6666666667,35,41,15,18
89,8980,1451,1,38,,0,0,0,49,12.5,12.333333333,40,49,15,26
89,8980,1452,1,38,,0,0,0,45,12,8.6666666667,43,49,15,28
89,8980,1453,1,38,,1,0,0,14,13,12.666666667,43,57,15,28
89,8980,1454,1,38,,0,0,0,45,12,12,38,50,15,29
89,8980,1455,1,38,,0,0,0,30,16.5,16,41,45,16,28
89,8980,1456,1,38,,0,0,0,41,12,13.666666667,41,44,17,28
89,8980,1457,1,38,,1,0,0,30,14.5,12,38,56,17,29
90,9080,1458,0,22,16,0,0,1,41,10.5,9.3333333333,33,,4,
90,9080,1459,0,22,16,0,0,0,19,,,19,,8,
90,9080,1460,0,22,16,0,1,1,,9,5.3333333333,27,37,9,11
90,9080,1461,0,22,16,0,0,0,38,8.5,9.6666666667,19,,11,
90,9080,1462,0,22,16,1,0,0,40,13,8.3330001831,40,49,13,24
90,9080,1463,0,22,16,0,0,0,30,12,12.329999924,37,35,14,23
90,9080,1464,0,22,16,1,0,0,30,11,6,37,42,13,20
90,9080,1465,0,22,16,1,0,0,40,11.5,11.329999924,42,53,10,27
90,9080,1466,0,22,16,1,0,0,50,11.5,9.3330001831,37,45,16,20
90,9080,1467,0,22,16,1,0,0,40,12,12,44,50,16,28
90,9080,1468,0,22,16,0,0,0,40,12,9,34,38,12,20
90,9080,1469,0,22,16,0,0,0,40,13,12.659999847,40,50,16,27
90,9080,1470,0,22,16,1,0,0,20,10.5,13,37,44,12,16
90,9080,1471,0,22,16,1,0,0,50,13.5,10.659999847,35,41,14,27
90,9080,1472,0,22,16,1,0,0,30,12.5,14.329999924,33,47,16,27
90,9080,1473,0,22,16,1,0,0,20,11,10.659999847,38,45,11,23
90,9080,1474,0,22,16,1,0,0,40,11.5,14.659999847,34,52,8,23
90,9080,1475,0,22,16,1,0,0,30,13,7,35,48,8,12
90,9080,1476,0,22,16,1,0,0,50,11.5,12,33,50,12,27
92,9280,1477,0,15,,0,0,0,30,11,8,31,,9,
92,9280,1478,0,15,,0,0,0,11,9,6.3333333333,32,31,9,9
92,9280,1479,0,15,,1,0,0,45,12,6,26,41,9,11
92,9280,1480,0,15,,0,0,0,34,11,9,33,46,10,13
92,9280,1481,0,15,,0,0,0,34,12.5,10.333333333,27,38,11,16
92,9280,1482,0,15,,1,0,0,24,12.5,12,34,50,11,21
92,9280,1483,0,15,,0,0,0,22,10,11,27,38,13,19
92,9280,1484,0,15,,1,0,0,30,12,13.666666667,36,50,13,23
92,9280,1485,0,15,,0,0,1,15,11.5,12,37,45,13,27
92,9280,1486,0,15,,1,0,1,36,11.5,7.3333333333,24,43,14,9
92,9280,1487,0,15,,1,0,0,30,12.5,9,27,36,14,12
92,9280,1488,0,15,,0,0,0,32,13.5,11.666666667,36,44,15,22
92,9280,1489,0,15,,1,0,0,21,11.5,11,36,47,16,27
92,9280,1490,0,15,,1,0,0,41,14.5,14,44,51,17,24
92,9280,1491,0,15,,1,0,0,45,14.5,12.666666667,44,56,17,24
94,9480,1492,0,25,23,0,1,0,,14,13.333333333,37,42,16,25
94,9480,1493,0,25,23,0,1,0,,12.5,13.666666667,42,49,18,28
94,9480,1494,0,25,23,1,0,1,30,15,9,32,40,17,10
94,9480,1495,0,25,23,0,0,0,28,13,10.329999924,35,33,13,14
94,9480,1496,0,25,23,0,0,0,38,12.5,10.659999847,29,46,10,17
94,9480,1497,0,25,23,0,1,0,20,13,9,29,49,16,27
94,9480,1498,0,25,23,0,0,0,33,17.5,12.659999847,43,50,19,27
94,9480,1499,0,25,23,0,1,0,38,13,12.659999847,33,47,15,24
94,9480,1500,0,25,23,1,0,1,20,7,7.6659998894,19,40,12,19
94,9480,1501,0,25,23,0,0,0,40,15.5,10.329999924,37,51,14,23
94,9480,1502,0,25,23,0,0,0,50,14.5,11.329999924,41,51,17,28
94,9480,1503,0,25,23,0,0,0,38,15.5,12,45,53,16,27
94,9480,1504,0,25,23,1,0,0,20,12.5,9.3330001831,34,42,15,15
94,9480,1505,0,25,23,1,0,0,50,16.5,16.659999847,47,55,18,29
94,9480,1506,0,25,23,1,0,0,45,14,10.659999847,44,53,17,21
94,9480,1507,0,25,23,0,0,0,33,13.5,13.329999924,37,44,14,27
94,9480,1508,0,25,23,1,0,0,38,13,12.659999847,39,51,13,21
95,9580,1509,0,24,18,1,0,0,,10,7.6666666667,32,40,5,5
95,9580,1510,0,24,18,1,0,1,,9.5,9.6666666667,32,30,6,10
95,9580,1511,0,24,18,1,0,2,,7.5,6.6666666667,24,26,7,5
95,9580,1512,0,24,18,1,0,0,19,10.5,11.333333333,32,,8,
95,9580,1513,0,24,18,0,0,1,,12.5,12.666666667,32,29,9,13
95,9580,1514,0,24,18,0,0,0,28,10.5,12,34,,12,
95,9580,1515,0,24,18,0,0,0,20,10,8,25,32,9,9
95,9580,1516,0,24,18,0,0,0,20,13.5,10.659999847,38,36,9,13
95,9580,1517,0,24,18,0,1,0,25,15.5,10.659999847,45,55,10,24
95,9580,1518,0,24,18,0,0,0,20,11.5,11,34,30,11,16
95,9580,1519,0,24,18,0,0,0,20,10.5,10,32,39,9,12
95,9580,1520,0,24,18,0,0,1,20,10,10.659999847,34,42,11,21
95,9580,1521,0,24,18,0,0,1,20,8,9.3330001831,27,34,10,18
95,9580,1522,0,24,18,0,0,1,20,11.5,9.3330001831,32,36,8,12
95,9580,1523,0,24,18,0,1,1,33,11,9.6660003662,33,31,8,15
95,9580,1524,0,24,18,0,0,0,20,12,9,28,37,10,14
95,9580,1525,0,24,18,0,0,0,30,13,15.659999847,36,47,17,28
95,9580,1526,0,24,18,1,0,1,10,9,8.3330001831,27,30,3,7
95,9580,1527,0,24,18,1,0,0,23,9,11.329999924,19,27,7,19
95,9580,1528,0,24,18,1,0,0,35,12,12.329999924,36,39,15,19
95,9580,1529,0,24,18,1,0,0,20,9.5,7.6659998894,31,35,9,7
95,9580,1530,0,24,18,1,0,0,20,10.5,11.659999847,31,38,9,13
95,9580,1531,0,24,18,1,0,0,40,12.5,9,36,29,11,14
95,9580,1532,0,24,18,1,0,0,40,13,12,38,46,15,23
96,9680,1533,0,22,23,1,0,0,37,14.5,10,35,43,6,17
96,9680,1534,0,22,23,0,0,1,14,12,8.3333333333,38,38,9,24
96,9680,1535,0,22,23,1,0,0,21,9.5,10,34,43,10,17
96,9680,1536,0,22,23,1,0,0,20,9.5,12.666666667,31,42,11,16
96,9680,1537,0,22,23,1,0,0,18,13,10,25,39,11,20
96,9680,1538,0,22,23,1,0,0,37,9.5,12,40,46,11,20
96,9680,1539,0,22,23,0,0,0,37,10,10.666666667,33,34,11,21
96,9680,1540,0,22,23,0,0,0,26,7,11,36,52,11,22
96,9680,1541,0,22,23,1,0,0,49,12.5,12,35,55,12,27
96,9680,1542,0,22,23,1,0,0,46,14.5,11,40,56,12,29
96,9680,1543,0,22,23,1,0,0,20,10,12,37,46,13,25
96,9680,1544,0,22,23,1,0,1,30,11,12,35,39,14,12
96,9680,1545,0,22,23,1,0,0,18,10.5,11,39,41,14,20
96,9680,1546,0,22,23,0,0,0,19,10,12.333333333,33,36,14,24
96,9680,1547,0,22,23,0,0,,26,11,14.666666667,35,48,14,26
96,9680,1548,0,22,23,0,0,1,21,11,9.3333333333,27,33,15,10
96,9680,1549,0,22,23,0,0,0,49,11.5,10,36,50,15,28
96,9680,1550,0,22,23,0,0,0,49,11.5,10,37,35,16,16
96,9680,1551,0,22,23,0,0,1,49,12.5,9.6666666667,40,54,16,20
96,9680,1552,0,22,23,0,0,1,24,9,13,29,31,16,23
96,9680,1553,0,22,23,0,0,0,49,13.5,16.333333333,40,51,19,26
97,9780,1554,0,34,15,0,0,1,11,10,7.3333333333,,32,,6
97,9780,1555,0,34,15,1,1,0,17,11.5,11,30,46,8,14
97,9780,1556,0,34,15,1,0,0,25,13,11.659999847,41,43,18,22
97,9780,1557,0,34,15,0,0,0,20,12,9,31,43,7,19
97,9780,1558,0,34,15,0,0,0,20,13.5,11.659999847,34,42,9,15
97,9780,1559,0,34,15,1,0,0,30,12,16,38,49,14,21
97,9780,1560,0,34,15,0,0,0,15,12,9.3330001831,39,46,10,23
97,9780,1561,0,34,15,1,0,0,40,12.5,12.659999847,42,49,12,14
97,9780,1562,0,34,15,0,0,0,18,12.5,13,25,27,8,10
97,9780,1563,0,34,15,0,0,0,33,12.5,13.659999847,42,47,16,26
97,9780,1564,0,34,15,1,0,0,18,11.5,10.659999847,27,36,5,10
97,9780,1565,0,34,15,0,0,0,18,13.5,13.329999924,28,49,15,23
97,9780,1566,0,34,15,0,0,0,25,8.5,10.329999924,24,30,9,8
97,9780,1567,0,34,15,0,0,1,20,11.5,7.6659998894,28,39,8,10
97,9780,1568,0,34,15,1,0,0,20,12.5,9.6660003662,25,45,11,17
97,9780,1569,0,34,15,0,0,0,25,13,10.329999924,35,55,14,22
97,9780,1570,0,34,15,0,0,0,18,9.5,6.6659998894,28,29,8,10
97,9780,1571,0,34,15,1,0,0,25,10.5,10,31,32,12,9
98,9880,1572,0,22,16,0,0,0,13,16,12.659999847,41,48,15,25
98,9880,1573,0,22,16,0,0,0,17,11,11,34,38,9,14
98,9880,1574,0,22,16,0,0,0,15,12,12,30,42,13,24
98,9880,1575,0,22,16,0,0,0,13,12,10,29,31,8,17
98,9880,1576,0,22,16,0,0,0,18,11,11.659999847,21,31,13,19
98,9880,1577,0,22,16,0,0,0,33,16.5,12.659999847,36,38,15,26
98,9880,1578,0,22,16,0,0,0,15,14.5,10.329999924,44,48,13,24
98,9880,1579,0,22,16,0,0,0,15,13,10.659999847,35,44,11,14
98,9880,1580,0,22,16,0,0,0,13,12.5,8.6660003662,34,35,13,11
98,9880,1581,0,22,16,1,0,1,10,8.5,10,21,31,13,11
98,9880,1582,0,22,16,1,1,1,10,9,11.329999924,25,30,11,14
98,9880,1583,0,22,16,1,0,1,15,11,7,31,46,14,10
98,9880,1584,0,22,16,1,0,0,40,12.5,11,33,48,16,17
98,9880,1585,0,22,16,1,0,0,23,10,9.6660003662,21,28,14,14
98,9880,1586,0,22,16,1,0,1,25,11,12.329999924,33,36,13,15
98,9880,1587,0,22,16,1,0,0,13,13.5,12.659999847,41,39,15,21
98,9880,1588,0,22,16,1,0,0,18,13,13.329999924,44,46,12,18
98,9880,1589,0,22,16,1,0,0,13,10.5,11,27,38,11,14
98,9880,1590,0,22,16,1,0,0,18,8.5,9.6660003662,29,31,12,12
98,9880,1591,0,22,16,1,0,1,10,10.5,12.329999924,27,33,11,14
99,9980,1592,1,24,21,1,0,0,17,9.5,8.3333333333,,38,,9
99,9980,1593,1,24,21,1,0,0,40,10,9.6666666667,,43,,10
99,9980,1594,1,24,21,0,0,1,20,7,11,,9,,13
99,9980,1595,1,24,21,0,0,0,22,12.5,7,,33,,13
99,9980,1596,1,24,21,1,0,0,28,13.5,10.666666667,,51,,14
99,9980,1597,1,24,21,0,0,0,43,14,11,,51,,15
99,9980,1598,1,24,21,0,0,0,17,14,11,,37,,17
99,9980,1599,1,24,21,0,0,0,19,16,14,,48,,19
99,9980,1600,1,24,21,1,0,0,34,13.5,9,,50,,19
99,9980,1601,1,24,21,1,0,0,20,13.5,12,,51,,21
99,9980,1602,1,24,21,1,0,0,40,16,14,,57,,29
101,10180,1603,0,25,17,1,0,0,23,12,13.659999847,30,44,12,26
101,10180,1604,0,25,17,0,0,0,33,11,8.6660003662,27,46,13,26
101,10180,1605,0,25,17,0,0,0,30,12,13,40,53,17,29
101,10180,1606,0,25,17,0,0,0,20,10.5,12.329999924,25,30,14,18
101,10180,1607,0,25,17,0,0,0,10,11.5,14,35,27,14,14
101,10180,1608,0,25,17,1,0,0,23,13,12.659999847,40,40,10,17
101,10180,1609,0,25,17,1,1,0,23,9,10.329999924,29,45,4,18
101,10180,1610,0,25,17,0,0,0,13,9,13,37,37,15,24
101,10180,1611,0,25,17,1,0,0,33,12,8.3330001831,34,50,12,17
101,10180,1612,0,25,17,1,0,0,30,10,10.659999847,34,46,10,14
101,10180,1613,0,25,17,1,0,0,30,12,9,31,47,13,21
101,10180,1614,0,25,17,1,0,0,35,16,10.329999924,42,54,11,27
101,10180,1615,0,25,17,0,0,0,33,15.5,12,44,50,17,27
101,10180,1616,0,25,17,0,0,0,25,6,6.3330001831,34,50,12,18
101,10180,1617,0,25,17,0,0,0,23,7.5,10.659999847,22,35,12,8
101,10180,1618,0,25,17,0,0,2,20,5.5,6.3330001831,24,30,10,21
101,10180,1619,0,25,17,1,0,0,30,10.5,9.6660003662,38,48,11,26
101,10180,1620,0,25,17,1,0,0,20,13,15.329999924,43,55,16,29
101,10180,1621,0,25,17,1,0,0,35,9,6.6659998894,40,35,12,10
101,10180,1622,0,25,17,1,0,0,30,12,13.329999924,30,38,11,22
101,10180,1623,0,25,17,1,0,0,33,9,10.659999847,39,38,11,15
101,10180,1624,0,25,17,1,0,0,33,10.5,9,21,41,5,19
101,10180,1625,0,25,17,0,0,0,30,12,9.3330001831,22,31,8,11
102,10280,1626,1,25,13,1,1,0,27,8,6.3333333333,24,,9,
102,10280,1627,1,25,13,0,0,0,24,9,6.6666666667,33,,9,
102,10280,1628,1,25,13,1,0,0,46,15,11,39,,10,
102,10280,1629,1,25,13,1,0,0,37,13,12,41,,10,
102,10280,1630,1,25,13,0,0,1,20,12,10.666666667,33,,11,
102,10280,1631,1,25,13,1,0,1,21,8.5,9,29,,12,
102,10280,1632,1,25,13,1,0,1,,9,7,34,,12,
102,10280,1633,1,25,13,1,0,0,21,9,7.6666666667,38,,12,
102,10280,1634,1,25,13,0,0,1,27,11,9,30,,13,
102,10280,1635,1,25,13,0,0,0,19,12.5,7.3333333333,33,,14,
102,10280,1636,1,25,13,1,0,0,23,11.5,13.666666667,35,,14,
102,10280,1637,1,25,13,0,1,0,30,13.5,10.666666667,42,,14,
102,10280,1638,1,25,13,0,0,0,14,12.5,13.666666667,29,,15,
102,10280,1639,1,25,13,0,0,0,23,11,8.6666666667,37,,15,
102,10280,1640,1,25,13,0,0,0,46,18,11.666666667,46,,18,
103,10380,1641,1,29,12,1,1,0,,6,8,21,,4,
103,10380,1642,1,29,12,0,1,0,,5,7,9,14,4,5
103,10380,1643,1,29,12,1,1,0,11,4,4.3333333333,15,,6,
103,10380,1644,1,29,12,1,1,0,,9.5,10.666666667,41,44,9,17
103,10380,1645,1,29,12,0,1,0,,12,8.6666666667,32,35,10,9
103,10380,1646,1,29,12,0,0,1,15,10,6.3330001831,20,15,7,6
103,10380,1647,1,29,12,0,1,1,10,4,6.6659998894,15,21,3,4
103,10380,1648,1,29,12,0,1,1,20,7,13,28,29,8,11
103,10380,1649,1,29,12,0,0,0,10,6,7.3330001831,11,15,5,7
104,10480,1650,0,26,15,1,1,0,17,6.5,6.6666666667,14,19,4,10
104,10480,1651,0,26,15,1,1,0,11,11.5,11.333333333,,37,6,16
104,10480,1652,0,26,15,1,0,0,17,10,10.333333333,27,,7,
104,10480,1653,0,26,15,1,0,0,20,9.5,7.6666666667,,30,7,4
104,10480,1654,0,26,15,0,0,0,11,9.5,9.3333333333,20,23,7,7
104,10480,1655,0,26,15,0,0,0,15,9.5,10.666666667,26,26,7,7
104,10480,1656,0,26,15,1,1,0,20,7.5,11,33,36,7,11
104,10480,1657,0,26,15,0,0,0,15,8.5,9.3333333333,28,19,8,8
104,10480,1658,0,26,15,0,0,0,15,9,7.6666666667,28,28,8,9
104,10480,1659,0,26,15,0,0,0,11,8,8.6666666667,23,27,8,11
104,10480,1660,0,26,15,0,0,0,33,10.5,10.333333333,29,29,8,11
104,10480,1661,0,26,15,0,1,0,15,14,10.666666667,33,38,8,13
104,10480,1662,0,26,15,0,0,0,24,15.5,13,45,51,8,15
104,10480,1663,0,26,15,1,0,0,17,10,10.666666667,25,,9,
104,10480,1664,0,26,15,0,0,1,15,6.5,14.666666667,28,27,9,9
104,10480,1665,0,26,15,1,0,0,15,12,10.333333333,30,40,9,11
104,10480,1666,0,26,15,1,0,0,24,11.5,14,33,34,9,20
104,10480,1667,0,26,15,0,0,0,15,11,12.333333333,33,36,10,15
104,10480,1668,0,26,15,0,0,0,19,12,9.6666666667,30,43,10,16
104,10480,1669,0,26,15,0,0,0,17,12,10.333333333,38,44,10,19
104,10480,1670,0,26,15,1,0,0,17,,,38,46,10,20
104,10480,1671,0,26,15,0,0,0,15,14.5,13.666666667,38,34,11,14
104,10480,1672,0,26,15,1,0,0,15,9.5,9.3333333333,32,30,12,6
104,10480,1673,0,26,15,0,0,1,11,9.5,10,28,24,12,8
106,10680,1674,1,23,18,0,0,0,34,10.5,9.3333333333,36,,8,
106,10680,1675,1,23,18,1,1,0,15,6,7.3330001831,18,25,9,7
106,10680,1676,1,23,18,1,0,0,30,10.5,10.329999924,27,27,9,11
106,10680,1677,1,23,18,1,1,0,10,11,7.6659998894,34,25,7,8
106,10680,1678,1,23,18,0,0,0,43,12.5,12.659999847,33,49,14,26
106,10680,1679,1,23,18,0,0,0,20,12,11.329999924,28,29,10,15
106,10680,1680,1,23,18,1,0,0,47,14,9.6660003662,37,52,12,20
106,10680,1681,1,23,18,1,0,0,23,9.5,8,26,27,8,11
106,10680,1682,1,23,18,1,0,0,37,12.5,14,35,49,13,17
106,10680,1683,1,23,18,1,0,0,23,11.5,10.659999847,37,42,8,12
106,10680,1684,1,23,18,0,0,0,30,8,6.6659998894,30,34,12,6
107,10780,1685,1,31,26,1,0,0,40,14.5,10.329999924,41,51,11,25
107,10780,1686,1,31,26,1,0,0,47,11,11,32,43,10,23
107,10780,1687,1,31,26,1,0,0,35,13,11.659999847,33,42,11,17
107,10780,1688,1,31,26,0,0,0,27,11.5,10,23,29,14,25
107,10780,1689,1,31,26,0,0,0,33,14.5,10.329999924,31,39,16,18
107,10780,1690,1,31,26,1,0,0,50,15.5,13.659999847,41,49,15,24
107,10780,1691,1,31,26,0,0,0,20,14,8.3330001831,36,41,8,22
107,10780,1692,1,31,26,0,0,1,50,12.5,7,29,23,5,15
107,10780,1693,1,31,26,0,0,0,37,14,16,43,48,18,24
107,10780,1694,1,31,26,1,0,0,43,11,9.6660003662,28,22,12,23
107,10780,1695,1,31,26,1,0,0,43,11,9,28,19,14,18
107,10780,1696,1,31,26,0,0,0,50,15,14.659999847,43,52,18,30
107,10780,1697,1,31,26,0,0,0,50,17,16,45,53,16,29
107,10780,1698,1,31,26,0,0,0,50,12.5,13,36,37,12,22
107,10780,1699,1,31,26,1,0,0,20,14,12.329999924,37,44,13,19
107,10780,1700,1,31,26,1,0,0,30,11.5,14,37,34,14,23
107,10780,1701,1,31,26,0,0,0,37,11,10.329999924,32,30,8,20
108,10880,1702,1,15,24,0,0,1,30,12.5,13,40,,14,20
108,10880,1703,1,15,24,0,0,0,18,13,13.329999924,36,41,7,18
108,10880,1704,1,15,24,1,0,0,28,13.5,12.659999847,34,49,6,15
108,10880,1705,1,15,24,1,0,0,47,12,11,37,53,16,29
108,10880,1706,1,15,24,0,0,0,40,12,13.329999924,32,44,13,22
108,10880,1707,1,15,24,1,0,0,33,10,13,24,41,14,19
108,10880,1708,1,15,24,0,0,0,23,10.5,10.329999924,37,37,8,17
108,10880,1709,1,15,24,0,0,0,28,14,12,35,51,10,22
108,10880,1710,1,15,24,0,0,0,23,12.5,13.329999924,28,14,12,13
108,10880,1711,1,15,24,0,0,0,37,10.5,12.659999847,21,17,7,16
109,10980,1712,0,33,15,1,0,0,,13,10.333333333,34,27,12,11
109,10980,1713,0,33,15,0,0,1,13,11.5,12.659999847,34,33,14,17
109,10980,1714,0,33,15,0,0,0,10,11,9,25,43,12,16
109,10980,1715,0,33,15,0,0,0,20,12,9,36,38,15,10
109,10980,1716,0,33,15,0,0,0,15,10.5,9,33,26,9,8
109,10980,1717,0,33,15,1,1,0,10,6,6.3330001831,22,26,12,5
109,10980,1718,0,33,15,1,0,0,18,11,10.659999847,36,31,8,13
109,10980,1719,0,33,15,1,1,0,10,7,6.3330001831,27,30,7,11
109,10980,1720,0,33,15,1,0,0,23,10.5,12,28,29,10,6
109,10980,1721,0,33,15,1,0,0,23,11.5,9.6660003662,30,36,15,18
109,10980,1722,0,33,15,1,0,0,10,13,13.659999847,42,43,13,22
109,10980,1723,0,33,15,1,0,0,10,10.5,11.659999847,37,40,13,17
109,10980,1724,0,33,15,1,0,0,20,8.5,5.6659998894,21,26,9,9
109,10980,1725,0,33,15,1,1,0,10,8.5,8.6660003662,26,32,12,16
109,10980,1726,0,33,15,0,0,0,10,13.5,14.329999924,41,38,15,25
109,10980,1727,0,33,15,0,0,0,20,14.5,11,40,43,14,22
109,10980,1728,0,33,15,0,0,0,20,10.5,8,28,33,10,14
109,10980,1729,0,33,15,0,0,1,13,12,9.6660003662,32,26,14,15
109,10980,1730,0,33,15,0,0,1,15,13.5,9,29,34,7,8
109,10980,1731,0,33,15,0,1,0,10,5.5,6,21,17,9,2
109,10980,1732,0,33,15,1,0,0,15,15.5,12.659999847,35,39,12,20
110,11080,1733,0,19,20,0,0,0,,13,14.333333333,39,40,17,22
110,11080,1734,0,19,20,1,0,0,,17,14.666666667,45,52,17,24
110,11080,1735,0,19,20,1,0,0,47,11.5,13.659999847,39,45,17,22
110,11080,1736,0,19,20,0,0,0,30,11.5,14.329999924,37,47,14,20
110,11080,1737,0,19,20,0,0,0,35,13,12,39,45,14,21
110,11080,1738,0,19,20,1,0,0,50,11.5,12.659999847,30,46,12,19
110,11080,1739,0,19,20,0,0,1,50,13,14.329999924,36,35,9,16
110,11080,1740,0,19,20,0,0,0,50,14,13.329999924,43,47,14,24
110,11080,1741,0,19,20,0,0,0,50,13,11,32,43,10,22
110,11080,1742,0,19,20,0,0,0,50,13,10.659999847,33,42,11,20
110,11080,1743,0,19,20,1,0,1,30,10.5,9.3330001831,33,39,9,13
110,11080,1744,0,19,20,0,0,0,50,11,13.659999847,42,51,19,28
110,11080,1745,0,19,20,1,0,0,20,11,11,26,44,7,16
110,11080,1746,0,19,20,1,0,0,40,15,11,34,46,13,22
110,11080,1747,0,19,20,0,0,0,30,10.5,11,34,33,10,23
110,11080,1748,0,19,20,1,0,0,20,11,10,30,40,14,13
110,11080,1749,0,19,20,1,0,0,30,13.5,9.6660003662,41,51,14,23
110,11080,1750,0,19,20,1,0,0,20,12.5,10,40,45,7,14
110,11080,1751,0,19,20,1,0,0,20,12.5,11.329999924,38,49,15,23
111,11180,1752,0,22,16,0,0,0,30,11.5,11.659999847,27,39,11,16
111,11180,1753,0,22,16,0,0,0,28,13.5,13.329999924,44,45,17,26
111,11180,1754,0,22,16,0,0,1,23,12.5,7.6659998894,29,30,8,12
111,11180,1755,0,22,16,1,0,0,20,15,9.6660003662,32,41,13,11
111,11180,1756,0,22,16,0,0,0,45,13,14.329999924,39,46,16,22
111,11180,1757,0,22,16,0,0,0,20,11,14.329999924,35,39,14,18
111,11180,1758,0,22,16,0,0,0,20,13,11.659999847,37,45,10,18
111,11180,1759,0,22,16,1,0,0,20,13,9.6660003662,41,48,17,20
111,11180,1760,0,22,16,0,0,0,28,10,8,32,30,9,11
111,11180,1761,0,22,16,1,0,0,27,14,11,37,48,13,20
111,11180,1762,0,22,16,0,0,0,20,11.5,9.3330001831,35,44,15,19
111,11180,1763,0,22,16,1,1,0,10,10,8.3330001831,28,29,15,9
111,11180,1764,0,22,16,0,0,0,10,15.5,12.329999924,40,55,19,23
111,11180,1765,0,22,16,1,0,0,20,12,9.3330001831,35,43,12,17
111,11180,1766,0,22,16,0,0,0,23,12,10,39,45,14,13
111,11180,1767,0,22,16,0,0,0,40,11.5,14.329999924,39,45,13,21
111,11180,1768,0,22,16,0,0,1,10,14,13.659999847,39,42,12,22
111,11180,1769,0,22,16,0,1,1,20,12,14.659999847,36,41,12,19
112,11282,1777,1,28,13,0,0,0,25,12,10.659999847,33,28,14,21
112,11282,1778,1,28,13,0,0,0,18,8,12.659999847,25,26,8,14
112,11282,1779,1,28,13,0,0,0,33,11,10,34,46,11,16
112,11282,1780,1,28,13,0,0,0,23,11,14.659999847,38,38,13,16
112,11282,1781,1,28,13,1,0,0,13,9.5,8.6660003662,30,37,3,8
112,11282,1782,1,28,13,1,0,0,30,13.5,11.659999847,44,54,11,15
112,11282,1783,1,28,13,1,0,0,18,8,6,31,29,8,4
114,11480,1784,0,23,17,0,0,1,21,7,4.6666666667,16,13,2,7
114,11480,1785,0,23,17,0,0,0,21,7.5,6.3333333333,22,23,7,7
114,11480,1786,0,23,17,1,0,0,15,9,10,25,32,7,10
